Input name,State of optimization,time for just solving,time overall,was successful?,max distance,total_time_per_layer,neuron_refinement_time_per_layer,data_sampling_time_per_layer,icnn_training_time_per_layer_total,icnn_training_time_per_layer_per_icnn,icnn_verification_time_per_layer_total,icnn_verification_time_per_layer_per_icnn,settings:,"crown_method: alpha-crown, tighten_bounds: True, time_out: 3600, time_per_neuron_refinement: 10, allow_heuristic_timeout_estimate: True"
prop_000_0.015.vnnlib,wrong classification
prop_001_0.015.vnnlib,finished,1.4946584701538086,443.80136799812317,False,8.526498083411395,[],"[6.27, 10.91, 16.76, 28.79, 55.73, 99.69, 195.94, 21.4]",[],[],[],[],[]
prop_002_0.015.vnnlib,finished,13.718268632888794,2575.5216920375824,False,13370.805235838092,[],"[12.93, 28.76, 93.23, 337.34, 633.41, 675.89, 730.22, 42.03]",[],[],[],[],[]
prop_003_0.015.vnnlib,finished,32.366634368896484,2306.79958152771,False,8662.012660974591,[],"[10.48, 18.33, 54.08, 182.75, 567.19, 680.7, 712.93, 40.0]",[],[],[],[],[]
prop_004_0.015.vnnlib,finished,20.22018027305603,2260.5025672912598,False,5696.764384743636,[],"[8.4, 18.03, 51.05, 195.87, 553.6, 640.84, 724.91, 39.54]",[],[],[],[],[]
prop_005_0.015.vnnlib,finished,1.9933950901031494,1658.4926280975342,False,731.2964653720264,[],"[6.34, 12.47, 26.64, 75.56, 223.72, 602.74, 666.12, 35.07]",[],[],[],[],[]
prop_006_0.015.vnnlib,finished,2.661771297454834,2265.656976699829,False,2956.351264174771,[],"[10.18, 19.03, 56.17, 188.21, 556.07, 675.71, 709.16, 40.4]",[],[],[],[],[]
prop_007_0.015.vnnlib,lirpa classified
prop_008_0.015.vnnlib,finished,21.957242250442505,2636.895721435547,False,21375.0428600182,[],"[12.54, 31.81, 96.0, 352.84, 638.16, 689.43, 741.17, 44.7]",[],[],[],[],[]
prop_009_0.015.vnnlib,finished,2.269111394882202,1819.222362279892,False,1182.2899305208805,[],"[9.67, 14.7, 34.66, 102.3, 297.54, 632.55, 680.88, 36.84]",[],[],[],[],[]
prop_010_0.015.vnnlib,finished,67.99127912521362,1422.4074838161469,False,847.5259575609318,[],"[6.29, 12.7, 24.09, 59.94, 156.5, 395.42, 657.0, 34.76]",[],[],[],[],[]
prop_011_0.015.vnnlib,finished,2.5111241340637207,2416.628868341446,False,4204.14192123089,[],"[11.99, 24.77, 71.64, 212.31, 620.14, 708.34, 716.53, 40.33]",[],[],[],[],[]
prop_012_0.015.vnnlib,finished,2.5251340866088867,464.11666107177734,False,4.5062506412719205,[],"[6.22, 11.84, 19.53, 33.2, 66.0, 110.99, 188.46, 19.15]",[],[],[],[],[]
prop_013_0.015.vnnlib,finished,2.0788745880126953,1651.5134272575378,False,819.9263120250415,[],"[6.98, 13.87, 29.76, 84.83, 218.49, 574.55, 677.24, 35.99]",[],[],[],[],[]
prop_014_0.015.vnnlib,finished,19.938210487365723,2497.070168018341,False,13876.276436020626,[],"[11.42, 27.29, 82.69, 282.56, 619.54, 671.99, 731.27, 42.14]",[],[],[],[],[]
prop_015_0.015.vnnlib,finished,2.1007237434387207,1259.5161626338959,False,264.96035644613573,[],"[9.38, 14.0, 22.24, 48.06, 133.66, 343.05, 645.91, 33.58]",[],[],[],[],[]
prop_016_0.015.vnnlib,finished,2.136063575744629,2025.318797826767,False,2202.822262954021,[],"[9.47, 16.12, 44.88, 136.56, 425.64, 652.45, 691.51, 38.39]",[],[],[],[],[]
prop_017_0.015.vnnlib,finished,2.0436248779296875,1986.1774456501007,False,2380.392649800177,[],"[6.16, 13.5, 43.56, 133.69, 444.93, 613.73, 683.22, 37.39]",[],[],[],[],[]
prop_018_0.015.vnnlib,finished,22.330047845840454,2636.6603951454163,False,20533.866127566507,[],"[11.77, 31.49, 97.38, 358.13, 628.65, 690.1, 746.96, 41.59]",[],[],[],[],[]
prop_019_0.015.vnnlib,finished,2.5490219593048096,2378.5253705978394,False,5032.345923267111,[],"[9.92, 22.64, 69.02, 244.71, 595.93, 661.27, 723.72, 40.59]",[],[],[],[],[]
prop_020_0.015.vnnlib,finished,2.0048232078552246,1769.8354020118713,False,1085.701196534272,[],"[7.48, 13.21, 30.49, 97.09, 272.3, 631.95, 671.33, 36.17]",[],[],[],[],[]
prop_021_0.015.vnnlib,finished,1.7429354190826416,1150.9328627586365,False,197.40423010967166,[],"[5.93, 10.94, 19.21, 39.78, 108.97, 282.72, 637.83, 36.45]",[],[],[],[],[]
prop_022_0.015.vnnlib,finished,24.403995275497437,2350.325745820999,False,13238.185864861462,[],"[10.56, 22.57, 61.48, 208.3, 579.49, 663.87, 730.1, 41.18]",[],[],[],[],[]
prop_023_0.015.vnnlib,finished,9.489323139190674,2219.3503637313843,False,4067.1798148570683,[],"[10.45, 17.56, 51.35, 180.17, 519.13, 666.1, 717.43, 39.63]",[],[],[],[],[]
prop_024_0.015.vnnlib,wrong classification
prop_025_0.015.vnnlib,finished,1.3284783363342285,764.4882888793945,False,45.285325673938665,[],"[5.03, 7.9, 13.89, 24.5, 60.71, 170.47, 445.16, 28.56]",[],[],[],[],[]
prop_026_0.015.vnnlib,finished,2.8760318756103516,2414.1693527698517,False,4430.989140725638,[],"[11.63, 23.51, 70.65, 224.98, 604.13, 689.56, 737.91, 40.71]",[],[],[],[],[]
prop_027_0.015.vnnlib,lirpa classified
prop_028_0.015.vnnlib,finished,1.7223594188690186,1147.9031987190247,False,162.26386357123488,[],"[5.99, 11.25, 18.61, 38.26, 112.44, 284.97, 632.33, 34.94]",[],[],[],[],[]
prop_029_0.015.vnnlib,wrong classification
prop_030_0.015.vnnlib,finished,33.03956937789917,2311.7533535957336,False,10616.428923071704,[],"[10.14, 21.84, 62.46, 188.02, 557.99, 674.65, 715.48, 39.89]",[],[],[],[],[]
prop_031_0.015.vnnlib,finished,2.070089340209961,1973.7088704109192,False,1557.0452977294485,[],"[6.22, 12.67, 38.0, 114.89, 405.35, 661.9, 687.87, 36.79]",[],[],[],[],[]
prop_032_0.015.vnnlib,finished,2.6162800788879395,2442.7802968025208,False,5529.023168893332,[],"[11.82, 25.14, 73.95, 237.26, 601.98, 700.62, 739.14, 41.85]",[],[],[],[],[]
prop_033_0.015.vnnlib,finished,2.393420934677124,2115.4245965480804,False,2423.030799136737,[],"[10.02, 17.69, 47.93, 141.38, 488.97, 661.11, 697.92, 39.82]",[],[],[],[],[]
prop_034_0.015.vnnlib,finished,1.7830536365509033,1359.8141927719116,False,408.19065351808626,[],"[4.91, 9.0, 21.29, 56.09, 159.44, 412.35, 652.58, 34.61]",[],[],[],[],[]
prop_035_0.015.vnnlib,finished,30.369078159332275,2567.5765125751495,False,18952.904668365223,[],"[11.19, 27.23, 80.87, 328.07, 624.89, 677.94, 737.29, 41.29]",[],[],[],[],[]
prop_036_0.015.vnnlib,finished,2.013401746749878,1985.2425510883331,False,1759.684021346178,[],"[5.86, 12.66, 38.68, 123.28, 407.05, 663.55, 686.48, 37.63]",[],[],[],[],[]
prop_037_0.015.vnnlib,lirpa classified
prop_038_0.015.vnnlib,finished,2.4917781352996826,2080.659906387329,False,2365.191886330914,[],"[9.89, 18.09, 48.03, 143.98, 457.44, 657.01, 695.65, 39.95]",[],[],[],[],[]
prop_039_0.015.vnnlib,finished,2.2023916244506836,2040.570340871811,False,2531.491082609439,[],"[8.85, 16.45, 49.23, 148.4, 428.46, 645.94, 693.24, 39.66]",[],[],[],[],[]
prop_040_0.015.vnnlib,finished,26.507715940475464,2404.478977918625,False,12480.168929012838,[],"[10.77, 22.86, 66.65, 222.61, 615.3, 676.26, 715.21, 40.03]",[],[],[],[],[]
prop_041_0.015.vnnlib,finished,1.7757458686828613,1732.5487852096558,False,750.8215922006574,[],"[5.81, 10.92, 26.27, 91.59, 267.99, 616.39, 668.2, 35.55]",[],[],[],[],[]
prop_042_0.015.vnnlib,finished,2.9723703861236572,2573.362583398819,False,6446.156311272577,[],"[12.68, 31.73, 85.85, 315.59, 631.79, 687.56, 752.56, 44.22]",[],[],[],[],[]
prop_043_0.015.vnnlib,finished,9.215800285339355,2358.3055815696716,False,4594.219715369059,[],"[9.34, 21.36, 63.99, 228.37, 585.91, 655.98, 734.49, 41.24]",[],[],[],[],[]
prop_044_0.015.vnnlib,finished,2.713899850845337,2249.534807920456,False,3399.7415382450063,[],"[11.23, 23.37, 65.81, 182.36, 537.46, 665.93, 711.97, 40.38]",[],[],[],[],[]
prop_045_0.015.vnnlib,finished,2.2316956520080566,1719.4504842758179,False,909.7972892172841,[],"[7.09, 13.7, 28.07, 80.35, 242.88, 621.65, 678.7, 36.83]",[],[],[],[],[]
prop_046_0.015.vnnlib,finished,2.178495168685913,2174.053764820099,False,3238.4053227975455,[],"[6.82, 15.93, 56.2, 187.8, 527.25, 625.36, 705.84, 38.41]",[],[],[],[],[]
prop_047_0.015.vnnlib,finished,2.1589763164520264,1928.9776573181152,False,1826.8215162424046,[],"[6.57, 13.19, 38.73, 115.57, 385.85, 642.35, 678.61, 37.8]",[],[],[],[],[]
prop_048_0.015.vnnlib,wrong classification
prop_049_0.015.vnnlib,finished,5.678309917449951,769.3473365306854,False,34.62452560966388,[],"[5.7, 11.06, 18.3, 31.64, 74.33, 163.44, 420.36, 31.61]",[],[],[],[],[]
